campaign		imperial_campaign
playable
	romans_julii;			<--------- Fabia gens
faction_relationships	hellenic_faction_04,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_05,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_06,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_07,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_08,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_09,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_10,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_11,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_12,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_13,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_14,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_15,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_16,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_17,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	hellenic_faction_18,	at_war_with 	slave, rebel_slave, rebel_greek
faction_relationships	iberian_faction_01,		at_war_with 	slave, rebel_slave
faction_relationships	iberian_faction_02,		at_war_with 	slave, rebel_slave
faction_relationships	iberian_faction_03,		at_war_with 	slave, rebel_slave
faction_relationships	iberian_faction_04,		at_war_with 	slave, rebel_slave
faction_relationships	iberian_faction_05,		at_war_with 	slave, rebel_slave
faction_relationships	iberian_faction_06,		at_war_with 	slave, rebel_slave
faction_relationships	iberian_faction_07,		at_war_with 	slave, rebel_slave
faction_relationships	iberian_faction_08,		at_war_with 	slave, rebel_slave
faction_relationships	illyrian_faction_01,	at_war_with 	slave, rebel_slave
faction_relationships	illyrian_faction_02,	at_war_with 	slave, rebel_slave
faction_relationships	illyrian_faction_03,	at_war_with 	slave, rebel_slave
faction_relationships	illyrian_faction_04,	at_war_with 	slave, rebel_slave
faction_relationships	illyrian_faction_05,	at_war_with 	slave, rebel_slave
faction_relationships	latin_faction_01,		at_war_with 	slave, rebel_slave, rebel_latin
faction_relationships	latin_faction_02,		at_war_with 	slave, rebel_slave, rebel_latin
faction_relationships	latin_faction_03,	 	at_war_with		slave, rebel_slave, rebel_latin
faction_relationships	latin_faction_04,	 	at_war_with		slave, rebel_slave, rebel_latin
faction_relationships	latin_faction_05,	 	at_war_with		slave, rebel_slave, rebel_latin
faction_relationships	steppe_faction_01,		at_war_with 	slave, rebel_slave
faction_relationships	steppe_faction_02,	 	at_war_with		slave, rebel_slave
faction_relationships	steppe_faction_03,	 	at_war_with		slave, rebel_slave
faction_relationships	steppe_faction_04,	 	at_war_with		slave, rebel_slave
faction_relationships	steppe_faction_05,	 	at_war_with		slave, rebel_slave
faction_relationships	steppe_faction_06,	 	at_war_with		slave, rebel_slave
faction_relationships	steppe_faction_07,	 	at_war_with		slave, rebel_slave
faction_relationships	steppe_faction_08,	 	at_war_with		slave, rebel_slave
faction_relationships	thracian_faction_01,	at_war_with 	slave, rebel_slave
faction_relationships	thracian_faction_02,	at_war_with 	slave, rebel_slave
faction_relationships	rebel_romans,	 		at_war_with		slave, rebel_slave, romans_julii, romans_brutii, romans_scipii, romans_senate
faction_relationships	rebel_carthage,	 		at_war_with		slave, rebel_slave, carthage_barcid, carthage_hannonid, carthage_magonid, carthage
faction_relationships	rebel_parthia,	 		at_war_with		slave, rebel_slave, parthia, seleucid
faction_relationships	rebel_judea,	 		at_war_with		slave, rebel_slave, anatolian_faction_02, egypt, seleucid
faction_relationships	rebel_greek,	 		at_war_with		slave, rebel_slave, romans_julii, romans_brutii, romans_scipii, romans_senate, macedon, seleucid, greek_cities, hellenic_faction_01, hellenic_faction_02, hellenic_faction_03, hellenic_faction_04, hellenic_faction_05, hellenic_faction_06, hellenic_faction_07, hellenic_faction_08, hellenic_faction_09, hellenic_faction_10, hellenic_faction_11, hellenic_faction_12, hellenic_faction_13, hellenic_faction_14, hellenic_faction_15, hellenic_faction_16, hellenic_faction_17, hellenic_faction_18
faction_relationships	rebel_egypt,	 		at_war_with		slave, rebel_slave, egypt
faction_relationships	rebel_latin,	 		at_war_with		slave, rebel_slave, romans_julii, romans_brutii, romans_scipii, romans_senate, latin_faction_01, latin_faction_02, latin_faction_03, latin_faction_04, latin_faction_05
faction_relationships	rebel_desert,	 		at_war_with		slave, rebel_slave, carthage_barcid, carthage_hannonid, carthage_magonid, carthage, numidia, desert_faction_01, desert_faction_02, desert_faction_03, desert_faction_04, desert_faction_05, desert_faction_06, desert_faction_07, desert_faction_08
faction_relationships	rebel_nuragic,	 		at_war_with		slave, rebel_slave, romans_julii, romans_brutii, romans_scipii, romans_senate, carthage_barcid, carthage_hannonid, carthage_magonid, carthage
faction_relationships	rebel_slave,			at_war_with		romans_julii, romans_brutii, romans_scipii, romans_senate, macedon, egypt, seleucid, carthage_barcid, carthage_hannonid, carthage_magonid, carthage, parthia, pontus, gauls, germans, britons, armenia, dacia, greek_cities, numidia, scythia, spain, thrace, hellenic_faction_01, hellenic_faction_02, hellenic_faction_03, hellenic_faction_04, hellenic_faction_05, hellenic_faction_06, hellenic_faction_07, hellenic_faction_08, hellenic_faction_09, hellenic_faction_10, hellenic_faction_11, hellenic_faction_12, hellenic_faction_13, hellenic_faction_14, hellenic_faction_15, hellenic_faction_16, hellenic_faction_17, hellenic_faction_18, latin_faction_01, latin_faction_02, latin_faction_03, latin_faction_04, latin_faction_05, gallic_faction_01, gallic_faction_02, gallic_faction_03, gallic_faction_04, gallic_faction_05, gallic_faction_06, gallic_faction_07, gallic_faction_08, gallic_faction_09, gallic_faction_10, gallic_faction_11, gallic_faction_12, gallic_faction_13, gallic_faction_14, gallic_faction_15, gallic_faction_16, gallic_faction_17, gallic_faction_18, desert_faction_01, desert_faction_02, desert_faction_03, desert_faction_04, desert_faction_05, desert_faction_06, desert_faction_07, desert_faction_08, iberian_faction_01, iberian_faction_02, iberian_faction_03, iberian_faction_04, iberian_faction_05, iberian_faction_06, iberian_faction_07, iberian_faction_08, britanic_faction_01, britanic_faction_02, britanic_faction_03, britanic_faction_04, britanic_faction_05, germanic_faction_01, germanic_faction_02, germanic_faction_03, germanic_faction_04, germanic_faction_05, germanic_faction_06, germanic_faction_07, germanic_faction_08, germanic_faction_09, germanic_faction_10, dacian_faction_01, dacian_faction_02, dacian_faction_03, thracian_faction_01, thracian_faction_02, illyrian_faction_01, illyrian_faction_02, illyrian_faction_03, illyrian_faction_04, illyrian_faction_05, anatolian_faction_01, anatolian_faction_02, caucasian_faction_01, caucasian_faction_02, caucasian_faction_03, caucasian_faction_04, steppe_faction_01, steppe_faction_02, steppe_faction_03, steppe_faction_04, steppe_faction_05, steppe_faction_06, steppe_faction_07, steppe_faction_08, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic
faction_relationships	slave,					at_war_with		romans_julii, romans_brutii, romans_scipii, romans_senate, macedon, egypt, seleucid, carthage_barcid, carthage_hannonid, carthage_magonid, carthage, parthia, pontus, gauls, germans, britons, armenia, dacia, greek_cities, numidia, scythia, spain, thrace, hellenic_faction_01, hellenic_faction_02, hellenic_faction_03, hellenic_faction_04, hellenic_faction_05, hellenic_faction_06, hellenic_faction_07, hellenic_faction_08, hellenic_faction_09, hellenic_faction_10, hellenic_faction_11, hellenic_faction_12, hellenic_faction_13, hellenic_faction_14, hellenic_faction_15, hellenic_faction_16, hellenic_faction_17, hellenic_faction_18, latin_faction_01, latin_faction_02, latin_faction_03, latin_faction_04, latin_faction_05, gallic_faction_01, gallic_faction_02, gallic_faction_03, gallic_faction_04, gallic_faction_05, gallic_faction_06, gallic_faction_07, gallic_faction_08, gallic_faction_09, gallic_faction_10, gallic_faction_11, gallic_faction_12, gallic_faction_13, gallic_faction_14, gallic_faction_15, gallic_faction_16, gallic_faction_17, gallic_faction_18, desert_faction_01, desert_faction_02, desert_faction_03, desert_faction_04, desert_faction_05, desert_faction_06, desert_faction_07, desert_faction_08, iberian_faction_01, iberian_faction_02, iberian_faction_03, iberian_faction_04, iberian_faction_05, iberian_faction_06, iberian_faction_07, iberian_faction_08, britanic_faction_01, britanic_faction_02, britanic_faction_03, britanic_faction_04, britanic_faction_05, germanic_faction_01, germanic_faction_02, germanic_faction_03, germanic_faction_04, germanic_faction_05, germanic_faction_06, germanic_faction_07, germanic_faction_08, germanic_faction_09, germanic_faction_10, dacian_faction_01, dacian_faction_02, dacian_faction_03, thracian_faction_01, thracian_faction_02, illyrian_faction_01, illyrian_faction_02, illyrian_faction_03, illyrian_faction_04, illyrian_faction_05, anatolian_faction_01, anatolian_faction_02, caucasian_faction_01, caucasian_faction_02, caucasian_faction_03, caucasian_faction_04, steppe_faction_01, steppe_faction_02, steppe_faction_03, steppe_faction_04, steppe_faction_05, steppe_faction_06, steppe_faction_07, steppe_faction_08, rebel_romans, rebel_carthage, rebel_parthia, rebel_judea, rebel_greek, rebel_egypt, rebel_latin, rebel_desert, rebel_nuragic

;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; AGGRESSION ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

faction_agression	romans_senate				900		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	romans_senate				800		gauls, macedon, desert_faction_04, gallic_faction_10, hellenic_faction_13
faction_agression	romans_senate				700		parthia, pontus, seleucid, spain, caucasian_faction_03, gallic_faction_01, gallic_faction_02, gallic_faction_15, gallic_faction_16, gallic_faction_17, gallic_faction_18, iberian_faction_01, iberian_faction_06, illyrian_faction_03, latin_faction_04, steppe_faction_04, steppe_faction_05
faction_agression	romans_senate				600		dacia, germans, greek_cities, thrace, latin_faction_02, latin_faction_03, steppe_faction_08

faction_agression	romans_brutii				900		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	romans_brutii				800		gauls, macedon, desert_faction_04, gallic_faction_10, hellenic_faction_13
faction_agression	romans_brutii				700		parthia, pontus, seleucid, spain, caucasian_faction_03, gallic_faction_01, gallic_faction_02, gallic_faction_15, gallic_faction_16, gallic_faction_17, gallic_faction_18, iberian_faction_01, iberian_faction_06, illyrian_faction_03, latin_faction_04, steppe_faction_04, steppe_faction_05
faction_agression	romans_brutii				600		dacia, germans, greek_cities, thrace, latin_faction_02, latin_faction_03, steppe_faction_08
faction_agression	romans_brutii				500		egypt

faction_agression	romans_julii				900		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	romans_julii				800		gauls, macedon, desert_faction_04, gallic_faction_10, hellenic_faction_13
faction_agression	romans_julii				700		parthia, pontus, seleucid, spain, caucasian_faction_03, gallic_faction_01, gallic_faction_02, gallic_faction_15, gallic_faction_16, gallic_faction_17, gallic_faction_18, iberian_faction_01, iberian_faction_06, illyrian_faction_03, latin_faction_04, steppe_faction_04, steppe_faction_05
faction_agression	romans_julii				600		dacia, germans, greek_cities, thrace, latin_faction_02, latin_faction_03, steppe_faction_08
faction_agression	romans_julii				500		egypt

faction_agression	romans_scipii				900		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	romans_scipii				800		gauls, macedon, desert_faction_04, gallic_faction_10, hellenic_faction_13
faction_agression	romans_scipii				700		latin_faction_04, steppe_faction_04, steppe_faction_05, parthia, pontus, seleucid, spain, caucasian_faction_03, gallic_faction_01, gallic_faction_02, gallic_faction_15, gallic_faction_16, gallic_faction_17, gallic_faction_18, iberian_faction_01, iberian_faction_06, illyrian_faction_03
faction_agression	romans_scipii				600		latin_faction_02, latin_faction_03, steppe_faction_08, dacia, germans, greek_cities, thrace
faction_agression	romans_scipii				500		egypt

faction_agression	carthage					900		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	carthage					800		greek_cities, spain, desert_faction_04, hellenic_faction_02, hellenic_faction_12, hellenic_faction_13, iberian_faction_01, iberian_faction_04, iberian_faction_05, iberian_faction_06
faction_agression	carthage					600		spain, hellenic_faction_02, hellenic_faction_12, iberian_faction_01, greek_cities

faction_agression	carthage_barcid				900		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	carthage_barcid				800		greek_cities, spain, desert_faction_04, hellenic_faction_02, hellenic_faction_12, hellenic_faction_13, iberian_faction_01, iberian_faction_04, iberian_faction_05, iberian_faction_06
faction_agression	carthage_barcid				600		egypt, macedon, numidia, desert_faction_02, gallic_faction_01, gallic_faction_10, hellenic_faction_01, hellenic_faction_08, latin_faction_03, latin_faction_04

faction_agression	carthage_hannonid			900		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	carthage_hannonid			800		greek_cities, spain, desert_faction_04, hellenic_faction_02, hellenic_faction_12, hellenic_faction_13, iberian_faction_01, iberian_faction_04, iberian_faction_05, iberian_faction_06
faction_agression	carthage_hannonid			600		egypt, macedon, numidia, desert_faction_02, gallic_faction_01, gallic_faction_10, hellenic_faction_01, hellenic_faction_08, latin_faction_03, latin_faction_04

faction_agression	carthage_magonid			900		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	carthage_magonid			800		hellenic_faction_02, hellenic_faction_12, iberian_faction_04, iberian_faction_05, iberian_faction_06, greek_cities, spain, desert_faction_04, hellenic_faction_13, iberian_faction_01
faction_agression	carthage_magonid			600		latin_faction_04, egypt, macedon, numidia, desert_faction_02, gallic_faction_01, gallic_faction_10, hellenic_faction_01, hellenic_faction_08, latin_faction_03

faction_agression	anatolian_faction_01		700		seleucid
faction_agression	anatolian_faction_01		600		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	anatolian_faction_02		600		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	armenia						700		parthia, seleucid
faction_agression	armenia						600		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	britanic_faction_01			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	britanic_faction_02			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	britanic_faction_03			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	britanic_faction_04			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	britanic_faction_05			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	britons						700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	caucasian_faction_01		800		armenia
faction_agression	caucasian_faction_01		600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	caucasian_faction_02		600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	caucasian_faction_03		600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	caucasian_faction_04		800		hellenic_faction_03
faction_agression	caucasian_faction_04		700		seleucid
faction_agression	caucasian_faction_04		600		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	dacia						700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	dacian_faction_01			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	dacian_faction_02			700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	desert_faction_01			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	desert_faction_02			800		numidia
faction_agression	desert_faction_02			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	desert_faction_02			600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	desert_faction_03			800		desert_faction_06, desert_faction_07
faction_agression	desert_faction_03			700		romans_senate, romans_brutii, romans_julii, romans_scipii, egypt, seleucid
faction_agression	desert_faction_04			800		hellenic_faction_08
faction_agression	desert_faction_04			700		romans_senate, romans_brutii, romans_julii, romans_scipii, egypt
faction_agression	desert_faction_04			600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	desert_faction_05			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	desert_faction_06			800		desert_faction_03
faction_agression	desert_faction_06			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	desert_faction_07			800		desert_faction_03
faction_agression	desert_faction_07			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	desert_faction_08			700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	egypt						800		seleucid, macedon, desert_faction_04, hellenic_faction_08
faction_agression	egypt						700		desert_faction_03
faction_agression	egypt						600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	egypt						500		romans_brutii, romans_julii, romans_scipii

faction_agression	gallic_faction_01			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_01			600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	gallic_faction_02			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_03			500		romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_04			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_05			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_06			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_07			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_08			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_09			800		gauls
faction_agression	gallic_faction_09			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_10			800		germans, romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_10			600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	gallic_faction_11			800		hellenic_faction_03
faction_agression	gallic_faction_11			700		romans_senate, romans_brutii, romans_julii, romans_scipii, seleucid
faction_agression	gallic_faction_12			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_13			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_14			800		hellenic_faction_18, thrace
faction_agression	gallic_faction_14			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_15			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_16			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_17			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	gallic_faction_18			800		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	gauls						800		gallic_faction_09
faction_agression	gauls						700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	germanic_faction_01			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_02			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_03			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_04			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_05			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_06			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_07			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_08			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_09			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	germanic_faction_10			700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	germans						800		gallic_faction_10
faction_agression	germans						700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	greek_cities				800		latin_faction_01, carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	greek_cities				500		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	hellenic_faction_01			800		hellenic_faction_09, hellenic_faction_14
faction_agression	hellenic_faction_01			700		macedon
faction_agression	hellenic_faction_01			600		romans_senate, romans_brutii, romans_julii, romans_scipii, carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	hellenic_faction_02			800		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	hellenic_faction_02			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_03			800		gallic_faction_11, caucasian_faction_04
faction_agression	hellenic_faction_03			700		macedon, seleucid
faction_agression	hellenic_faction_03			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_04			800		hellenic_faction_17
faction_agression	hellenic_faction_04			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_05			800		hellenic_faction_14
faction_agression	hellenic_faction_05			700		macedon
faction_agression	hellenic_faction_05			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_06			700		macedon
faction_agression	hellenic_faction_06			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_07			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_08			800		desert_faction_04
faction_agression	hellenic_faction_08			700		egypt
faction_agression	hellenic_faction_08			600		romans_senate, romans_brutii, romans_julii, romans_scipii, carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	hellenic_faction_09			800		hellenic_faction_01
faction_agression	hellenic_faction_09			700		macedon
faction_agression	hellenic_faction_09			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_10			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_11			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_12			800		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	hellenic_faction_12			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_13			800		illyrian_faction_05, romans_senate, romans_brutii, romans_julii, romans_scipii, carthage, carthage_barcid, carthage_hannonid, carthage_magonid, macedon
faction_agression	hellenic_faction_14			800		hellenic_faction_01, hellenic_faction_05
faction_agression	hellenic_faction_14			700		macedon
faction_agression	hellenic_faction_14			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_15			800		pontus
faction_agression	hellenic_faction_15			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_16			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_17			800		hellenic_faction_04, steppe_faction_04, steppe_faction_05, scythia
faction_agression	hellenic_faction_17			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	hellenic_faction_18			800		gallic_faction_14
faction_agression	hellenic_faction_18			600		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	iberian_faction_01			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	iberian_faction_01			600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	iberian_faction_02			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	iberian_faction_03			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	iberian_faction_04			800		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	iberian_faction_04			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	iberian_faction_05			800		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	iberian_faction_05			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	iberian_faction_06			800		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	iberian_faction_06			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	iberian_faction_07			800		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	iberian_faction_07			700		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	iberian_faction_08			700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	illyrian_faction_01			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	illyrian_faction_02			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	illyrian_faction_03			800		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	illyrian_faction_04			800		thracian_faction_02, romans_senate, romans_brutii, romans_julii, romans_scipii, macedon
faction_agression	illyrian_faction_05			800		hellenic_faction_13, romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	latin_faction_01			800		carthage, carthage_barcid, carthage_hannonid, carthage_magonid, greek_cities
faction_agression	latin_faction_01			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	latin_faction_02			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	latin_faction_03			600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	latin_faction_03			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	latin_faction_04			600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	latin_faction_04			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	latin_faction_05			500		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	macedon						800		hellenic_faction_06, hellenic_faction_07, illyrian_faction_01, illyrian_faction_02, illyrian_faction_03, thracian_faction_01, romans_senate, romans_brutii, romans_julii, romans_scipii, egypt, thrace, hellenic_faction_01, hellenic_faction_03, hellenic_faction_05, hellenic_faction_09, hellenic_faction_13, hellenic_faction_14, illyrian_faction_04, thracian_faction_02
faction_agression	macedon						600		carthage, carthage_barcid, carthage_hannonid, carthage_magonid

faction_agression	numidia						800		desert_faction_02
faction_agression	numidia						600		romans_senate, romans_brutii, romans_julii, romans_scipii, carthage, carthage_barcid, carthage_hannonid, carthage_magonid

faction_agression	parthia						800		armenia
faction_agression	parthia						700		seleucid
faction_agression	parthia						600		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	pontus						700		romans_senate, romans_brutii, romans_julii, romans_scipii, seleucid

faction_agression	scythia						800		hellenic_faction_17, steppe_faction_06, steppe_faction_01, steppe_faction_08
faction_agression	scythia						600		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	seleucid					800		parthia, anatolian_faction_01, anatolian_faction_02, armenia, egypt, pontus, thrace, caucasian_faction_04, desert_faction_03, gallic_faction_11, hellenic_faction_03
faction_agression	seleucid					700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	spain						800		carthage, carthage_barcid, carthage_hannonid, carthage_magonid
faction_agression	spain						700		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	steppe_faction_01			800		steppe_faction_08, scythia
faction_agression	steppe_faction_01			500		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	steppe_faction_02			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	steppe_faction_03			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	steppe_faction_04			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	steppe_faction_05			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	steppe_faction_06			800		scythia
faction_agression	steppe_faction_06			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	steppe_faction_07			600		romans_senate, romans_brutii, romans_julii, romans_scipii
faction_agression	steppe_faction_08			800		steppe_faction_01, scythia
faction_agression	steppe_faction_08			600		romans_senate, romans_brutii, romans_julii, romans_scipii

faction_agression	thrace						800		macedon, gallic_faction_14
faction_agression	thrace						700		romans_senate, romans_brutii, romans_julii, romans_scipii, seleucid

faction_agression	thracian_faction_01			700		romans_senate, romans_brutii, romans_julii, romans_scipii, macedon
faction_agression	thracian_faction_02			800		illyrian_faction_04
faction_agression	thracian_faction_02			700		romans_senate, romans_brutii, romans_julii, romans_scipii, macedon

;--------------------------------- REBEL WARS -------------------------------------

